feature,mean_abs_shap
fp_548,0.0003341957772594096
fp_432,0.000333653353257376
fp_446,0.00033346132633745615
fp_1705,0.0003303348673241125
fp_62,0.0003294357806504689
fp_1033,0.00032886596059168634
fp_531,0.00032832255321274263
fp_168,0.00032749277864595563
fp_1056,0.00032704752998047787
fp_1439,0.0003267278908139629
fp_679,0.00032593338149978146
fp_1570,0.00032560526836399777
fp_427,0.00032375082648479644
fp_878,0.0003237432503054553
fp_1534,0.000323106137471255
fp_726,0.00032278665171576304
fp_405,0.00032212494149535024
fp_1618,0.0003221090604122684
fp_1346,0.0003211165562961599
fp_1298,0.0003195629488662822
fp_1951,0.0003179095050248357
fp_869,0.00031507004965560756
fp_698,0.000314992987830029
fp_1900,0.00031214435573184896
fp_774,0.0003119049268919952
fp_1277,0.00031178387211709685
fp_1300,0.0003106596272129871
fp_736,0.00030993589779934274
fp_1836,0.0003083665223288998
fp_1477,0.0003081502186770842
fp_80,0.0003062680894386613
fp_1039,0.0003059889802864215
fp_1563,0.0003033312065939778
fp_1016,0.000302943021939833
fp_77,0.0003019976065151401
fp_1547,0.00030169643181605514
fp_466,0.000301650126401347
fp_824,0.00030082224626834183
fp_524,0.00029971152947924406
fp_241,0.00029906059198274155
fp_822,0.0002985442938427184
fp_1975,0.0002979223643034786
fp_626,0.00029639226617506623
fp_1274,0.00029503735307778186
fp_1843,0.0002941936426575661
fp_323,0.00029271034548115536
fp_715,0.00029190802774318217
fp_567,0.00028895547064560525
fp_2022,0.0002883260522305074
fp_1963,0.0002878950771674611
fp_792,0.000287517961401211
fp_1202,0.00028717368079471216
fp_1067,0.00028388693351639473
fp_796,0.00028159615573728527
fp_105,0.0002811337917258447
fp_1334,0.0002795272919035801
fp_1184,0.0002791068644167665
fp_927,0.0002785013477820865
fp_1272,0.00027602962668166404
fp_1444,0.00027550769435727044
fp_1647,0.00027467741816129154
fp_788,0.0002733706625636994
fp_1613,0.0002728259470461307
fp_509,0.0002726741629745796
fp_1096,0.0002722858619222485
fp_877,0.0002715349850774119
fp_1912,0.00026913629661498415
fp_1218,0.00026902565216437594
fp_1743,0.000267975147590772
fp_581,0.0002666790687623867
fp_1299,0.00026653749539320916
fp_1309,0.0002632037684777654
fp_421,0.00026302096629381643
fp_1913,0.00026214602745964127
fp_1987,0.0002617086109130829
fp_340,0.00026114608545674744
fp_1097,0.00026080226653333146
fp_449,0.00026069523757701283
fp_493,0.00026007039141638606
fp_1971,0.0002595460333891068
fp_636,0.00025864221777505803
fp_753,0.0002579542722921444
fp_1216,0.00025743094404427413
fp_1395,0.00025667751488032216
fp_519,0.0002561257569424963
fp_266,0.0002558246738468006
fp_345,0.0002550737257272832
fp_1331,0.00025504814148159924
fp_377,0.00025446586572253776
fp_301,0.0002540721263349653
fp_592,0.0002537847081583488
fp_944,0.00025274846243534334
fp_670,0.0002517175848632898
fp_1431,0.00025169000636000307
fp_381,0.00025139414350578245
fp_1063,0.0002500678376972242
fp_899,0.00024968528308078866
fp_749,0.00024908531051832944
fp_773,0.0002483857179002893
fp_611,0.00024838458442515886
fp_1637,0.00024822476506833915
fp_2035,0.00024822060785268746
fp_734,0.00024777886030803394
fp_463,0.0002468992226095658
fp_1282,0.0002466487811373928
fp_1475,0.0002445541928499549
fp_362,0.0002443848769098457
fp_87,0.0002441731572178887
fp_355,0.00024376650042578845
fp_1511,0.00024268964596645977
fp_999,0.00024176555684486068
fp_677,0.00024041060735112017
fp_868,0.0002380832961975594
fp_1791,0.00023736225668981193
fp_1262,0.00023704276215452542
fp_137,0.000236681967004474
fp_267,0.0002361911920372162
fp_1664,0.00023410682720890203
fp_968,0.00023354857504116554
fp_844,0.000232957691448964
fp_573,0.00023255728850590291
fp_199,0.00023253157228320863
fp_1530,0.00023242297591308966
fp_193,0.00023201269882405594
fp_1799,0.00023152860393918205
fp_1772,0.0002298143010056845
fp_744,0.00022959318261441222
fp_474,0.00022944390345655183
fp_1695,0.00022904386850791162
fp_627,0.000228930097165711
fp_1839,0.0002288784931275843
fp_1376,0.00022871836194799462
fp_1707,0.00022818485037271212
fp_1160,0.0002275888851234451
fp_808,0.000226941829146544
fp_1814,0.00022605897251006264
fp_1093,0.00022523538987378802
fp_206,0.00022514045604664598
fp_436,0.00022464207459862211
fp_1561,0.00022448749152338763
fp_1257,0.00022363215719993978
fp_1974,0.00022250388565809974
fp_1920,0.00022111145208237855
fp_1328,0.00022110452215445614
fp_94,0.0002179996551579345
fp_1075,0.00021718104715031663
fp_1728,0.00021651621325136748
fp_1614,0.0002152138926963527
fp_1943,0.00021518553812430394
fp_287,0.0002148921922874483
fp_664,0.00021304782934183596
fp_1949,0.00021197236795309765
fp_76,0.00021194088143748952
fp_2030,0.00021131410048971018
fp_1085,0.00021111823121664635
fp_930,0.00021086004201562603
fp_174,0.00021071384147389635
fp_1812,0.00021052491337350177
fp_713,0.000209100100415717
fp_1264,0.00020826996569178874
fp_2015,0.00020817417978768183
fp_1607,0.00020810058553154427
fp_1286,0.0002077805771168009
fp_120,0.00020718456032878268
fp_1629,0.00020712879011928041
fp_1681,0.0002067999216432725
fp_1239,0.00020405086426330605
fp_630,0.00020366643376999426
fp_1771,0.00020362102507001317
fp_1208,0.00020288438274051364
fp_1619,0.00020271194077308146
fp_1518,0.000202569869440853
fp_1168,0.00020189398447969294
fp_1228,0.0002018279614430126
fp_500,0.0002016619651249236
fp_1,0.00020126490520430584
fp_921,0.00020119374341321408
fp_1928,0.00020112821335280197
fp_1516,0.00020081242488503812
fp_35,0.00020033940471911256
fp_1881,0.0001991907856495594
fp_1688,0.00019914124582178403
fp_2012,0.0001988019199298134
fp_92,0.00019850002660194187
fp_693,0.0001983158412918377
fp_1014,0.0001979478246457278
fp_32,0.0001977622764505766
fp_1924,0.0001976683146609181
fp_1980,0.00019717010125458136
fp_1811,0.00019657706820264316
fp_1437,0.00019645414096612903
fp_2028,0.00019586343557477463
fp_1215,0.0001947859457599921
fp_1576,0.00019465381319612782
fp_271,0.00019447007596849191
fp_400,0.00019422984207463235
fp_1382,0.000193950653880305
fp_600,0.00019339133226875182
fp_1337,0.0001930784151717918
fp_481,0.00019218976412249894
fp_740,0.0001921522422985047
fp_1134,0.00019214538300525694
fp_1086,0.00019199405810945512
fp_1362,0.0001917096996069774
fp_1260,0.0001904718009863125
fp_420,0.00019044853525608215
fp_242,0.00019017500750850405
HBA,0.0001893942444746921
fp_1174,0.00018925740450917393
fp_1713,0.0001886656106920309
fp_692,0.0001884370127878561
fp_939,0.00018776534195902577
fp_274,0.00018770565006935794
fp_1468,0.0001875331787286486
fp_2008,0.0001870459305610473
fp_644,0.0001866349558624674
fp_1996,0.00018595968188785965
fp_134,0.00018582773609081098
fp_154,0.0001857151442631709
fp_468,0.00018512612645312502
fp_801,0.00018510126948157758
fp_2023,0.00018490065798987387
fp_1682,0.00018391109355059816
fp_1308,0.0001838446754017821
fp_1510,0.00018297852793701708
fp_1628,0.00018277956880440385
fp_382,0.00018264149130964747
fp_1641,0.00018221176601601857
fp_765,0.00018112195219273142
fp_1571,0.0001807439197384026
fp_1392,0.0001801946523878643
fp_1926,0.00018015241047902687
fp_780,0.00017980626135821918
fp_1813,0.00017928945268330763
fp_898,0.00017925486781147101
fp_483,0.00017903858821327067
fp_1886,0.0001788588401133312
fp_1361,0.0001773848180111639
fp_1405,0.00017721933477539203
fp_344,0.00017704267498950995
fp_1716,0.0001768688280182632
fp_992,0.00017676116235524153
fp_1374,0.0001765761531070331
fp_1822,0.00017612781007885482
fp_1091,0.0001757239187041527
fp_1461,0.0001757191718714638
fp_1111,0.00017562215162490863
fp_1129,0.00017530130740030535
fp_447,0.00017391280445214688
fp_1846,0.00017341256554268428
fp_859,0.00017302624628126007
fp_610,0.00017249637500357836
fp_245,0.00017229567132421382
fp_892,0.0001717770173499598
fp_428,0.00017173413769638833
fp_1118,0.00017170752394779485
fp_719,0.000171677748323218
fp_525,0.00017162800682281497
fp_754,0.00017127140975248495
fp_785,0.0001711409310399776
fp_1507,0.00017048275284666252
fp_1932,0.00017044455911981792
fp_1837,0.00017039966977029522
fp_1434,0.00016947655107294363
fp_590,0.00016816324888148775
fp_401,0.00016786737586488068
fp_1303,0.00016706080011740824
fp_724,0.0001669508439180475
fp_718,0.00016555419771477903
fp_1476,0.00016512618367244794
fp_338,0.0001648690706189817
fp_1053,0.00016430259902338953
fp_917,0.0001642850850153782
fp_739,0.00016415887547408588
fp_887,0.00016413376515229098
fp_2019,0.00016384754050338546
fp_1944,0.00016350630062284625
fp_1962,0.0001634067275402026
fp_418,0.0001633425256945172
fp_445,0.0001616653524246608
fp_1163,0.0001601927966055103
fp_1954,0.0001592591466127565
fp_1755,0.0001582756664472571
fp_1520,0.0001574551045389265
fp_1169,0.000156741720325691
fp_1356,0.0001566771612661227
fp_669,0.0001555245557750978
fp_1133,0.0001546939758702047
fp_1655,0.00015466201392690538
fp_272,0.00015415717621133427
fp_258,0.0001540937349013169
fp_1579,0.0001537332322001391
fp_580,0.00015327105963868615
fp_1425,0.0001527524331586968
fp_158,0.00015261305976679312
fp_286,0.00015215288009092585
fp_1648,0.0001519277616470237
fp_431,0.00015191333330740538
fp_1471,0.00015010133251159105
fp_182,0.00015005638235718883
TPSA,0.00014978787438363868
fp_1148,0.00014974185042665786
fp_971,0.00014950037140605487
fp_556,0.00014731826963879725
fp_1108,0.00014702525389780717
fp_197,0.00014682700776639957
fp_1562,0.00014671655303200807
fp_1358,0.00014630586097732443
fp_1435,0.00014601721644284387
fp_487,0.00014567640391486292
fp_764,0.00014555550414664477
fp_1955,0.00014538843592569133
fp_1341,0.00014418717669435443
fp_564,0.00014313809403168273
fp_477,0.0001426642078306941
fp_1792,0.00014260913321577844
fp_1275,0.00014223468923756967
fp_97,0.00014219103487427868
fp_1493,0.0001421211190944564
fp_1171,0.00014160417879073833
fp_1276,0.00014136643865412333
fp_1736,0.00014113046052618877
fp_1310,0.00014081514016307114
fp_1038,0.00014039087987224549
fp_1763,0.0001401420325555592
fp_1165,0.00013997815596154424
fp_1037,0.0001399376159981983
fp_145,0.0001396918998105033
fp_232,0.00013952545761471364
fp_343,0.00013939716723614389
fp_458,0.00013919504399768256
fp_879,0.00013896173112952097
fp_1003,0.00013842549661646729
fp_1741,0.00013834177264034214
fp_1285,0.00013767666205312607
fp_1863,0.0001376527683708069
fp_655,0.00013736762468857133
fp_1544,0.00013726290385964983
fp_967,0.000137030329541251
fp_433,0.0001367168175264106
fp_397,0.0001357232428481523
fp_72,0.0001355347014746254
fp_288,0.00013535098439113616
fp_4,0.0001353333129339564
fp_1557,0.00013517951885138013
fp_1064,0.00013507230138389535
fp_993,0.00013493373811301199
fp_1313,0.00013490635729095752
fp_1051,0.00013480663890617182
fp_246,0.000134232820850365
fp_1130,0.00013358098729670113
fp_1036,0.0001334073602072464
fp_1982,0.0001332804584447076
fp_933,0.0001332251671746239
fp_1834,0.00013287327611250207
fp_1789,0.00013217006444061848
fp_13,0.00013126030711953126
fp_2032,0.00013064122503254427
fp_30,0.00013060998475122954
fp_1748,0.0001305747428498834
fp_560,0.00013047905793052384
fp_50,0.0001302048202199556
fp_84,0.00012972575071927437
fp_1747,0.00012950513885307856
fp_191,0.0001291936945736559
fp_1144,0.00012871241012558902
fp_225,0.00012847764279978388
fp_658,0.00012836980458412543
fp_1132,0.00012813377014048781
fp_954,0.00012758919520276018
fp_1632,0.0001270969660742002
fp_834,0.0001270836272183657
fp_494,0.00012703207776426225
fp_1449,0.00012686240124855074
fp_839,0.0001266242141910139
fp_34,0.00012653892259572506
fp_842,0.00012653869448642365
AromaticRings,0.00012623776294875478
RingCount,0.00012612624758243836
fp_1948,0.0001254472839087057
fp_1492,0.0001233689975101335
fp_514,0.00012264411508258115
fp_113,0.00012255699257994248
fp_391,0.00012244972268092233
fp_1615,0.00012160795729749056
fp_1808,0.00012119480924776823
fp_1902,0.000120063234083449
fp_1379,0.00012005173311581103
fp_1253,0.00011920080226481933
fp_247,0.00011897698328874555
fp_319,0.00011821860951481831
fp_1155,0.00011809106129657807
fp_317,0.00011784668101556153
fp_1942,0.00011777515813019036
fp_1910,0.00011745590055033017
fp_948,0.00011691076167336485
fp_1000,0.00011654268892970338
fp_1617,0.00011630465491215455
fp_1833,0.00011607148510184317
fp_9,0.00011605741070831233
fp_1080,0.00011552397689901234
fp_1545,0.00011542614263468674
fp_990,0.00011450510332920136
fp_1207,0.00011439791815221312
fp_1553,0.00011354125876960422
fp_1101,0.00011349427058583127
fp_384,0.00011321603665903777
fp_1416,0.00011303101072876524
fp_43,0.00011283288431827424
fp_44,0.00011208496715385998
fp_408,0.00011131655370527747
fp_1683,0.00011098757585363497
fp_1450,0.00011084524283214808
fp_828,0.00011079124661001459
fp_1601,0.0001105251377815416
fp_547,0.00011038147238089385
fp_196,0.00011032723574880241
fp_860,0.00011031473201848218
fp_360,0.00011010866813386667
fp_1939,0.00011010706049116382
fp_1782,0.00010983506179864841
fp_66,0.00010968775540748398
fp_315,0.00010889056700637838
fp_1240,0.00010860176578489552
fp_1940,0.00010788321940978962
fp_1978,0.00010720973756955439
fp_906,0.00010682078792233072
fp_1877,0.00010632161504526366
fp_1802,0.00010607221506766466
fp_15,0.00010550359756416782
fp_1402,0.00010547811609956737
fp_647,0.00010525198370873118
fp_566,0.00010500303974458914
fp_520,0.00010495870957657945
fp_885,0.00010486010795727522
fp_385,0.00010463252134488942
fp_208,0.00010374046842393264
fp_1558,0.00010298470995111825
fp_1004,0.00010268748187007523
fp_631,0.00010264765479515006
fp_552,0.00010217481353406787
fp_743,0.000102039323027105
fp_122,0.00010125898342278349
fp_1598,0.00010114200995383825
fp_1455,0.0001006815360736997
fp_111,9.996867624553971e-05
fp_1879,9.961847807294834e-05
fp_618,9.916966403850426e-05
fp_1959,9.904697354247479e-05
fp_1246,9.894255986812125e-05
fp_720,9.8697697561802e-05
fp_543,9.836485380923262e-05
fp_222,9.799598594670901e-05
fp_1324,9.789664865823781e-05
fp_827,9.751373098975165e-05
fp_1175,9.724924975568275e-05
fp_676,9.723302137633277e-05
fp_1292,9.713497720849622e-05
fp_1048,9.681760537988684e-05
fp_875,9.668607158676645e-05
fp_1715,9.667713700099319e-05
fp_767,9.609136203634509e-05
fp_810,9.604242887275048e-05
fp_1976,9.589660387076892e-05
fp_1564,9.520308594438152e-05
fp_163,9.509757162342617e-05
fp_18,9.50819803012007e-05
fp_1267,9.468909143374667e-05
fp_53,9.468871841530253e-05
fp_637,9.436270744607117e-05
fp_1721,9.404424350289406e-05
fp_1621,9.381906454938117e-05
fp_1230,9.369331097581506e-05
fp_1410,9.354218766826906e-05
fp_202,9.349225750996175e-05
fp_517,9.329829891318893e-05
fp_1128,9.31740355175277e-05
fp_950,9.302548153814093e-05
fp_309,9.29382508571825e-05
fp_255,9.274447469209496e-05
fp_448,9.27312536053277e-05
fp_278,9.262220928704418e-05
fp_907,9.25416107728069e-05
fp_1424,9.238752719522649e-05
fp_1352,9.22325106767994e-05
fp_1109,9.209666626986914e-05
fp_1809,9.17062783241843e-05
fp_295,9.16530385886214e-05
fp_59,9.158661534798811e-05
fp_1560,9.147551016056847e-05
